,DRAM,RF,SRAM,bench,buffer_KB,ctc100,cx,cxx,cxx2,dnn_name,dw_engines,fx,fx2,global_cycles,hxx,mac_utilization,pw1_engines,pw2_engines,total_energy,total_mac_units,wxx
48,1137900800.0,422818225.92,527342220.0,HWCF_SchedulePDP_hwcf,336.74,24.55,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,196448.375,36.0,41.73,8.0,6.0,2088061245.92,784.0,36.0
49,1137900800.0,418212145.92,536357196.0,HWCF_SchedulePDP_hwcf,334.45,21.51,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,225649.34375,36.0,26.04,8.0,6.0,2092470141.92,784.0,36.0
50,1118268000.0,389408182.56,1000527879.23,HWCF_SchedulePDP_hwcf,1170.45,22.07,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,236127.34375,112.0,23.53,8.0,6.0,2508204061.79,784.0,112.0
51,1116518400.0,286893815.04,804983530.5,HWCF_SchedulePDP_hwcf,715.82,23.28,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,218345.25,56.0,44.43,8.0,6.0,2208395745.54,784.0,56.0
52,1200633600.0,343995586.56,367411914.0,HWCF_SchedulePDP_hwcf,173.91,19.75,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,249136.8125,27.0,32.3,8.0,6.0,1912041100.56,784.0,27.0
53,2057772800.0,640859543.04,212643000.0,HWCF_SchedulePDP_hwcf,88.01,21.53,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,357068.34375,9.0,32.06,8.0,6.0,2911275343.04,784.0,9.0
54,1116518400.0,402202324.8,793409926.5,HWCF_SchedulePDP_hwcf,809.24,25.27,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,200040.375,56.0,40.31,8.0,6.0,2312130651.3,784.0,56.0
55,1135049600.0,412129266.24,664277571.0,HWCF_SchedulePDP_hwcf,520.77,21.68,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,225816.34375,45.0,25.48,8.0,6.0,2211456437.24,784.0,45.0
56,1474393600.0,296267619.84,962475215.52,FCHW_SchedulePDP_hwcf,1728.21,26.07,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,247585.6875,36.0,34.98,8.0,6.0,2733136435.36,784.0,36.0
57,1466412800.0,343695694.08,830480857.84,FCHW_SchedulePDP_hwcf,1657.29,28.19,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,237292.3125,27.0,32.11,8.0,6.0,2640589351.92,784.0,27.0
58,1386532000.0,273020577.6,1061406948.27,FCHW_SchedulePDP_hwcf,1964.79,26.44,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,202319.375,112.0,48.51,8.0,6.0,2720959525.87,784.0,112.0
59,1468179200.0,363036184.32,753564307.68,FCHW_SchedulePDP_hwcf,1608.91,25.97,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,262192.3125,18.0,34.63,8.0,6.0,2584779692.0,784.0,18.0
